Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Postal Code
CA-2014-149538,4/4/2014,4/8/2014,Standard Class,KB-16585,70506
CA-2014-160766,9/14/2014,9/14/2014,Same Day,DM-13015,10009
CA-2017-146626,12/29/2017,1/5/2018,Standard Class,BP-11185,92804
CA-2015-123330,6/21/2015,6/27/2015,Standard Class,EP-13915,32725
CA-2017-155607,11/26/2017,11/30/2017,Standard Class,FG-14260,10009
CA-2016-151323,10/23/2016,10/28/2016,Standard Class,AB-10255,98103
CA-2015-146696,12/14/2015,12/19/2015,Standard Class,RD-19480,92105
CA-2016-128972,11/13/2016,11/17/2016,Standard Class,TS-21430,73120
CA-2017-128335,9/29/2017,10/5/2017,Standard Class,JA-15970,10550
CA-2015-154886,11/8/2015,11/12/2015,Standard Class,SW-20455,94109
CA-2016-111213,4/1/2016,4/5/2016,Standard Class,FP-14320,10009
CA-2017-161333,2/2/2017,2/7/2017,Standard Class,JL-15835,90045
CA-2017-128734,12/24/2017,12/31/2017,Standard Class,JL-15175,85224
CA-2014-141796,6/21/2014,6/21/2014,Same Day,JG-15160,11561
CA-2017-125101,3/6/2017,3/10/2017,Second Class,SH-19975,94109
CA-2017-169929,9/25/2017,9/28/2017,First Class,LS-17200,59601
US-2014-121566,6/30/2014,7/6/2014,Standard Class,CS-11860,10011
US-2015-124219,8/7/2015,8/8/2015,First Class,KW-16570,63122
CA-2017-163006,6/30/2017,7/4/2017,Second Class,GH-14410,60653
CA-2015-156146,10/26/2015,10/30/2015,Second Class,AG-10495,85345
CA-2014-111192,7/30/2014,8/5/2014,Standard Class,TS-21430,98103
CA-2016-115378,11/18/2016,11/23/2016,Second Class,AJ-10945,48180
CA-2015-161627,7/6/2015,7/11/2015,Standard Class,SJ-20215,91104
CA-2014-121006,11/10/2014,11/16/2014,Standard Class,SC-20020,48640
CA-2016-122903,5/27/2016,5/29/2016,Second Class,LA-16780,48205
CA-2015-107741,3/8/2015,3/10/2015,First Class,FC-14335,81001
CA-2017-106432,10/19/2017,10/24/2017,Standard Class,CA-12265,76706
CA-2016-148908,11/5/2016,11/8/2016,First Class,JH-15985,94109
CA-2016-123015,12/26/2016,12/30/2016,Standard Class,AJ-10795,10024
US-2015-120502,4/13/2015,4/19/2015,Standard Class,BT-11395,90036
CA-2017-108749,9/12/2017,9/15/2017,First Class,DJ-13510,2895
CA-2017-163335,9/24/2017,9/27/2017,First Class,AG-10675,31907
CA-2015-134719,10/10/2015,10/15/2015,Standard Class,JD-15790,32216
US-2015-154389,11/27/2015,12/3/2015,Standard Class,EH-14125,19140
CA-2015-115567,9/13/2015,9/18/2015,Standard Class,ZC-21910,47201
US-2017-136679,11/14/2017,11/18/2017,Standard Class,XP-21865,77506
US-2017-141943,5/5/2017,5/9/2017,Standard Class,DK-12985,94122
CA-2014-101560,11/28/2014,12/1/2014,Second Class,CS-12250,29203
CA-2014-159709,5/10/2014,5/15/2014,Standard Class,AI-10855,98031
CA-2016-103982,3/3/2016,3/8/2016,Standard Class,AA-10315,78664
CA-2015-142454,8/15/2015,8/19/2015,Standard Class,RE-19450,94601
CA-2015-102015,9/12/2015,9/18/2015,Standard Class,TM-21010,13021
CA-2015-156755,1/12/2015,1/18/2015,Standard Class,YS-21880,19711
CA-2015-130876,5/12/2015,5/16/2015,Second Class,AZ-10750,10024
CA-2016-145898,9/26/2016,9/26/2016,Same Day,CM-12445,92374
US-2017-159562,9/9/2017,9/15/2017,Standard Class,JB-16000,48066
CA-2017-134635,4/15/2017,4/17/2017,Second Class,NS-18640,90049
CA-2017-167080,6/10/2017,6/14/2017,Standard Class,LC-16930,10011
CA-2017-145653,9/1/2017,9/1/2017,Same Day,CA-12775,48205
CA-2014-140487,6/14/2014,6/20/2014,Standard Class,SR-20425,48234
CA-2017-117401,5/18/2017,5/22/2017,Second Class,PP-18955,65807
US-2017-109582,9/12/2017,9/17/2017,Second Class,JM-15865,90036
CA-2016-119865,6/21/2016,6/26/2016,Standard Class,AS-10090,10011
US-2014-147648,11/26/2014,12/1/2014,Standard Class,LS-16975,94109
CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,93727
CA-2014-115084,10/18/2014,10/22/2014,Standard Class,LS-17200,71854
CA-2017-131037,8/22/2017,8/23/2017,First Class,TM-21490,94110
CA-2016-111143,11/19/2016,11/22/2016,First Class,TT-21265,46203
CA-2014-166744,9/20/2014,9/24/2014,Standard Class,DN-13690,21044
CA-2016-116561,9/11/2016,9/17/2016,Standard Class,EB-14110,95123
CA-2016-110730,9/23/2016,9/26/2016,Second Class,CM-11815,98115
CA-2017-146367,8/4/2017,8/8/2017,Standard Class,HM-14860,75007
CA-2016-149454,7/25/2016,7/26/2016,First Class,KM-16375,22204
CA-2016-156265,8/2/2016,8/4/2016,Second Class,BF-11020,90032
US-2015-168914,5/21/2015,5/27/2015,Standard Class,JE-15745,60423
US-2017-110989,11/3/2017,11/5/2017,Second Class,EJ-14155,98105
CA-2015-106215,4/16/2015,4/21/2015,Standard Class,BN-11470,19143
US-2016-169369,12/12/2016,12/18/2016,Standard Class,EC-14050,31907
CA-2015-132318,10/30/2015,11/2/2015,First Class,TT-21220,23464
US-2014-131982,3/7/2014,3/11/2014,Second Class,NP-18685,98198
CA-2015-125185,3/5/2015,3/7/2015,Second Class,AH-10195,18018
CA-2016-130078,8/8/2016,8/14/2016,Standard Class,CC-12145,73120
US-2017-114034,1/3/2017,1/8/2017,Standard Class,DL-13315,91730
US-2017-115595,10/9/2017,10/11/2017,First Class,XP-21865,90032
CA-2017-158722,10/20/2017,10/26/2017,Standard Class,MA-17560,19120
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,77036
CA-2017-147452,9/30/2017,10/3/2017,First Class,CS-11845,98103
US-2017-114657,11/16/2017,11/21/2017,Standard Class,MH-18115,10701
CA-2017-144484,9/11/2017,9/11/2017,Same Day,CB-12025,94110
CA-2017-125913,1/16/2017,1/16/2017,Same Day,JO-15145,90008
US-2016-158309,11/26/2016,11/29/2016,First Class,PA-19060,33142
CA-2015-162887,11/7/2015,11/9/2015,Second Class,SV-20785,5408
CA-2017-147333,12/14/2017,12/20/2017,Standard Class,KL-16555,72701
CA-2014-113859,9/13/2014,9/17/2014,Standard Class,BC-11125,79762
CA-2014-159681,12/7/2014,12/13/2014,Standard Class,PO-18850,23464
US-2017-104094,9/7/2017,9/11/2017,Standard Class,AG-10675,53209
CA-2017-152709,10/7/2017,10/12/2017,Standard Class,DB-13210,48234
CA-2015-105158,9/5/2015,9/10/2015,Standard Class,SP-20860,55901
CA-2014-133424,3/30/2014,4/4/2014,Standard Class,Dl-13600,98105
CA-2017-105991,5/5/2017,5/6/2017,First Class,LH-17020,80027
US-2017-136784,4/30/2017,5/5/2017,Standard Class,AD-10180,94122
CA-2014-146283,9/8/2014,9/15/2014,Standard Class,KT-16465,77036
CA-2017-151218,6/20/2017,6/23/2017,First Class,PJ-19015,33180
CA-2015-111073,12/26/2015,12/30/2015,Standard Class,MC-18100,44256
CA-2017-144883,8/15/2017,8/19/2017,Standard Class,BO-11350,55113
CA-2017-142174,3/4/2017,3/9/2017,Standard Class,DP-13000,77041
CA-2017-108791,7/27/2017,7/31/2017,Standard Class,TM-21490,10701
CA-2016-106656,9/23/2016,9/26/2016,First Class,DV-13045,92037
CA-2016-113831,5/30/2016,6/3/2016,Standard Class,AH-10690,22153
US-2014-139500,11/16/2014,11/20/2014,Standard Class,AB-10165,62521
US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940,75043
US-2016-168410,2/21/2016,2/26/2016,Standard Class,BV-11245,11572
CA-2017-131254,11/19/2017,11/21/2017,First Class,NC-18415,77095
CA-2016-123414,8/21/2016,8/27/2016,Standard Class,SU-20665,27834
CA-2017-137876,4/30/2017,5/5/2017,Standard Class,DJ-13510,94110
CA-2016-154060,5/2/2016,5/8/2016,Standard Class,DL-12865,27405
US-2017-162558,10/2/2017,10/5/2017,First Class,Dp-13240,37918
CA-2017-134439,9/18/2017,9/23/2017,Second Class,TM-21010,68801
CA-2015-119508,12/4/2015,12/9/2015,Standard Class,TZ-21580,90712
CA-2015-152681,1/17/2015,1/22/2015,Standard Class,SC-20260,1841
CA-2014-130813,1/6/2014,1/8/2014,Second Class,LS-17230,90049
CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,77036
CA-2016-111941,12/25/2016,12/28/2016,Second Class,BD-11620,10035
CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295,10011
CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,19711
CA-2015-169278,5/21/2015,5/25/2015,Standard Class,ME-18010,98105
CA-2017-111577,10/16/2017,10/21/2017,Standard Class,AJ-10780,85254
CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,11572
US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,75220
CA-2015-112053,10/11/2015,10/13/2015,Second Class,SH-20395,14609
CA-2017-108539,3/21/2017,3/23/2017,Second Class,SC-20725,90045
CA-2015-149811,1/4/2015,1/10/2015,Standard Class,CS-12250,55125
US-2017-103814,12/9/2017,12/16/2017,Standard Class,LH-16900,60068
CA-2016-123932,9/6/2016,9/12/2016,Standard Class,YC-21895,75217
US-2016-101616,9/3/2016,9/6/2016,First Class,CY-12745,71203
CA-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030,90004
CA-2016-138037,9/29/2016,10/3/2016,Standard Class,AR-10540,94109
CA-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,94122
US-2017-126060,4/14/2017,4/18/2017,Standard Class,DW-13585,28314
CA-2017-100951,6/9/2017,6/10/2017,First Class,NC-18625,75217
CA-2016-122017,12/29/2016,1/2/2017,Standard Class,CD-11920,67212
CA-2014-123477,1/18/2014,1/21/2014,Second Class,DW-13195,97477
CA-2016-107790,11/20/2016,11/24/2016,Standard Class,EH-13990,77041
CA-2017-158071,6/10/2017,6/15/2017,Standard Class,BD-11320,98103
CA-2017-147403,9/10/2017,9/13/2017,First Class,KH-16630,44312
US-2017-136721,4/8/2017,4/12/2017,Standard Class,NH-18610,48237
CA-2015-118738,10/24/2015,10/30/2015,Standard Class,AG-10495,77041
CA-2017-134152,5/27/2017,5/31/2017,Standard Class,RP-19855,98103
CA-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,19134
CA-2016-136021,8/14/2016,8/18/2016,Standard Class,JM-15580,90045
CA-2016-149195,9/5/2016,9/7/2016,Second Class,DM-13525,77070
CA-2017-161410,6/26/2017,7/3/2017,Standard Class,CC-12220,19143
CA-2017-152786,3/12/2017,3/17/2017,Standard Class,GA-14725,72756
CA-2017-164707,2/18/2017,2/21/2017,Second Class,CV-12805,90045
CA-2017-163874,11/10/2017,11/12/2017,Second Class,NC-18535,98105
US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,19805
CA-2014-104829,11/18/2014,11/21/2014,Second Class,JG-15805,84604
US-2016-147340,9/24/2016,9/24/2016,Same Day,EB-13750,94110
CA-2016-145492,11/20/2016,11/27/2016,Standard Class,MC-17605,90004
CA-2016-163202,9/27/2016,10/2/2016,Standard Class,BM-11650,43130
CA-2016-117681,4/9/2016,4/14/2016,Standard Class,HF-14995,90004
CA-2017-132262,9/21/2017,9/23/2017,First Class,ML-18265,98103
CA-2017-123043,8/24/2017,8/29/2017,Standard Class,AH-10195,10024
US-2016-143280,2/22/2016,2/26/2016,Standard Class,TZ-21580,90045
CA-2017-108854,12/8/2017,12/14/2017,Standard Class,DM-13345,94109
CA-2017-166856,9/18/2017,9/22/2017,Standard Class,TS-21505,88101
CA-2016-153157,9/11/2016,9/14/2016,First Class,TB-21625,67212
US-2017-125647,9/23/2017,9/28/2017,Standard Class,LC-16870,60653
CA-2014-132542,10/6/2014,10/8/2014,Second Class,AM-10360,68104
CA-2015-110877,10/23/2015,10/26/2015,First Class,JE-15715,77041
US-2016-151827,3/31/2016,4/2/2016,Second Class,CS-11950,19134
US-2016-163258,12/29/2016,1/2/2017,Standard Class,PF-19225,90045
CA-2017-103009,11/3/2017,11/5/2017,Second Class,PJ-18835,40475
US-2017-120649,1/20/2017,1/26/2017,Standard Class,JF-15490,6708
CA-2016-153598,12/3/2016,12/6/2016,First Class,NM-18520,90045
US-2016-108497,6/14/2016,6/14/2016,Same Day,MH-17290,90036
CA-2016-113096,9/2/2016,9/4/2016,First Class,SZ-20035,94122
CA-2014-136861,9/5/2014,9/7/2014,First Class,PR-18880,33710
CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245,44107
CA-2017-129707,4/25/2017,4/29/2017,Standard Class,LH-16750,85224
CA-2015-160171,10/19/2015,10/24/2015,Standard Class,RM-19675,90008
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,32137
CA-2016-167115,4/4/2016,4/9/2016,Standard Class,EH-14185,10035
US-2017-153633,11/13/2017,11/18/2017,Second Class,TC-21295,33458
CA-2017-155929,9/9/2017,9/13/2017,Standard Class,AI-10855,85301
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,10035
CA-2016-128307,7/25/2016,7/29/2016,Standard Class,BE-11335,77041
US-2016-127425,8/26/2016,8/31/2016,Standard Class,DR-12880,10035
US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,66062
CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705,89431
US-2017-108700,5/19/2017,5/23/2017,Standard Class,PJ-18835,61107
CA-2017-160962,4/28/2017,5/2/2017,Standard Class,MC-17605,19143
CA-2017-130631,12/29/2017,1/2/2018,Standard Class,BS-11755,98026
CA-2017-116680,9/4/2017,9/6/2017,Second Class,PK-19075,94122
US-2014-107405,3/21/2014,3/25/2014,Standard Class,TS-21205,28806
CA-2017-101574,9/28/2017,10/4/2017,Standard Class,BD-11725,90032
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,85254
CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,77095
CA-2016-122448,6/9/2016,6/14/2016,Standard Class,DB-13210,94109
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,92105
CA-2016-158547,5/30/2016,6/4/2016,Standard Class,JM-16195,45011
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,80134
CA-2017-121741,12/26/2017,12/26/2017,Same Day,YC-21895,68025
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,55369
CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500,19711
CA-2014-101770,3/31/2014,4/4/2014,Standard Class,KB-16240,33180
CA-2017-105487,10/8/2017,10/14/2017,Standard Class,CS-12250,92105
CA-2017-148999,1/30/2017,2/4/2017,Standard Class,EB-13870,33142
CA-2014-107573,12/12/2014,12/17/2014,Standard Class,PB-19150,33178
CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070,78207
CA-2017-134495,4/1/2017,4/4/2017,Second Class,BF-11020,32216
CA-2017-164098,1/26/2017,1/27/2017,First Class,CG-12520,77070
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,94122
CA-2015-113523,9/4/2015,9/8/2015,Standard Class,SC-20440,19140
CA-2017-117821,6/12/2017,6/16/2017,Standard Class,HG-15025,43302
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,10024
CA-2017-127782,11/2/2017,11/6/2017,Standard Class,TH-21115,19140
US-2016-162026,10/8/2016,10/8/2016,Same Day,JE-15745,90036
CA-2016-150000,4/8/2016,4/14/2016,Standard Class,PG-18820,30080
CA-2015-168529,10/8/2015,10/12/2015,Standard Class,MB-17305,94122
US-2017-152569,5/15/2017,5/20/2017,Standard Class,JD-16015,60653
US-2014-137680,2/24/2014,3/2/2014,Standard Class,JH-15430,97504
CA-2015-103177,5/30/2015,6/1/2015,First Class,EN-13780,10009
US-2016-138408,11/18/2016,11/21/2016,Second Class,KC-16255,35810
CA-2017-117667,12/4/2017,12/9/2017,Standard Class,MS-17980,19134
CA-2016-110982,6/5/2016,6/7/2016,First Class,CK-12205,95051
CA-2016-147123,12/10/2016,12/12/2016,First Class,SJ-20125,90805
CA-2017-154501,4/30/2017,5/5/2017,Standard Class,EA-14035,90008
CA-2017-166933,4/24/2017,4/28/2017,Standard Class,MG-17890,93101
CA-2015-142055,5/8/2015,5/10/2015,First Class,AB-10255,10009
CA-2015-137106,3/31/2015,4/4/2015,Standard Class,SC-20260,32216
CA-2017-136609,8/6/2017,8/11/2017,Standard Class,TB-21355,75104
CA-2017-160885,12/2/2017,12/6/2017,Standard Class,JK-16090,68104
US-2016-167472,6/6/2016,6/7/2016,First Class,CK-12595,72209
CA-2015-120551,4/13/2015,4/20/2015,Standard Class,SS-20590,68701
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810,60653
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,85705
CA-2017-102967,9/22/2017,9/26/2017,Standard Class,MG-17890,3301
CA-2017-151008,9/7/2017,9/8/2017,First Class,JM-16195,84020
CA-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,94109
US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,77036
CA-2017-116113,10/2/2017,10/6/2017,Second Class,JW-15220,36116
CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,39212
US-2015-114741,12/6/2015,12/10/2015,Standard Class,IL-15100,89031
CA-2017-133263,3/31/2017,4/2/2017,Second Class,JE-15610,30318
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,60610
CA-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,43229
CA-2016-136686,12/12/2016,12/16/2016,Standard Class,RF-19840,91104
CA-2017-137498,9/9/2017,9/14/2017,Second Class,LC-17050,90004
CA-2017-163818,10/4/2017,10/8/2017,Standard Class,PS-18970,20735
CA-2016-161158,5/9/2016,5/13/2016,Standard Class,PS-18970,10024
CA-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280,92037
CA-2017-105333,11/30/2017,12/4/2017,Standard Class,VP-21730,10011
CA-2015-149993,3/19/2015,3/20/2015,First Class,GA-14725,93534
CA-2014-168158,7/19/2014,7/24/2014,Standard Class,EM-14140,59405
CA-2016-115224,12/8/2016,12/11/2016,Second Class,DB-13615,94110
CA-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395,8701
US-2017-108014,11/19/2017,11/25/2017,Standard Class,JH-15430,44105
CA-2017-160325,9/24/2017,9/24/2017,Same Day,BP-11095,1841
CA-2015-159779,9/25/2015,9/29/2015,Standard Class,SB-20185,3301
CA-2017-151176,2/13/2017,2/20/2017,Standard Class,SV-20785,21215
CA-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,43229
CA-2016-117919,8/27/2016,8/29/2016,Second Class,TB-21355,77041
CA-2015-142475,12/3/2015,12/7/2015,Standard Class,BS-11380,10011
CA-2016-134516,9/20/2016,9/25/2016,Standard Class,FM-14215,27405
CA-2017-105193,3/25/2017,3/31/2017,Standard Class,JL-15835,10024
CA-2015-168634,12/6/2015,12/11/2015,Standard Class,AF-10870,94109
CA-2017-117198,8/31/2017,9/5/2017,Standard Class,BG-11035,71203
CA-2015-145828,10/5/2015,10/7/2015,First Class,MB-17305,45231
CA-2017-121027,8/18/2017,8/22/2017,Standard Class,HW-14935,98105
CA-2016-147431,2/2/2016,2/7/2016,Standard Class,AB-10105,10011
CA-2016-158001,8/23/2016,8/27/2016,Standard Class,JP-15460,10035
CA-2017-125745,6/30/2017,7/4/2017,Standard Class,DV-13045,38109
CA-2015-101154,9/18/2015,9/21/2015,First Class,CM-12190,92105
US-2016-124163,9/25/2016,9/30/2016,Standard Class,SC-20695,54601
CA-2016-121748,10/24/2016,10/28/2016,Second Class,VW-21775,90032
CA-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955,98115
CA-2017-148810,6/26/2017,7/1/2017,Standard Class,DR-12880,33180
US-2016-146066,8/21/2016,8/23/2016,Second Class,RB-19465,19143
CA-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385,23320
CA-2016-101742,9/23/2016,9/28/2016,Second Class,CR-12580,10009
CA-2015-134943,12/5/2015,12/6/2015,First Class,SU-20665,48104
CA-2017-123022,9/3/2017,9/8/2017,Standard Class,SC-20050,91941
CA-2017-113208,3/26/2017,4/2/2017,Standard Class,ML-18040,48126
CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,92024
CA-2014-147900,9/23/2014,9/28/2014,Standard Class,JK-15640,44107
CA-2017-106355,4/2/2017,4/5/2017,First Class,AT-10435,6450
CA-2016-127985,4/1/2016,4/5/2016,Second Class,DB-12910,31907
CA-2015-166604,5/15/2015,5/20/2015,Second Class,AH-10690,30076
CA-2017-120719,3/23/2017,3/26/2017,First Class,SJ-20125,98105
CA-2017-127117,4/14/2017,4/19/2017,Standard Class,HM-14860,7960
CA-2015-104241,1/4/2015,1/9/2015,Standard Class,AG-10495,22304
CA-2017-168179,11/2/2017,11/7/2017,Standard Class,JB-16000,84106
CA-2017-142342,7/17/2017,7/19/2017,Second Class,AJ-10795,92307
CA-2017-109099,10/6/2017,10/11/2017,Standard Class,MM-18280,10009
US-2014-134187,11/4/2014,11/11/2014,Standard Class,TH-21235,90805
CA-2016-145261,12/18/2016,12/21/2016,First Class,AH-10120,97301
CA-2016-108875,9/24/2016,10/1/2016,Standard Class,CL-12700,80013
CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,43055
CA-2016-142405,6/11/2016,6/15/2016,Standard Class,SE-20110,98103
CA-2015-141012,6/9/2015,6/11/2015,Second Class,TG-21640,83201
CA-2017-127922,10/27/2017,11/3/2017,Standard Class,SH-19975,75081
CA-2016-146318,1/22/2016,1/27/2016,Standard Class,MC-17275,98105
CA-2014-135993,5/28/2014,6/2/2014,Standard Class,PJ-18835,98115
CA-2014-126802,12/29/2014,1/5/2015,Standard Class,ZC-21910,60610
CA-2016-143924,7/28/2016,8/3/2016,Standard Class,SC-20680,49423
CA-2016-141551,9/24/2016,9/30/2016,Standard Class,BP-11230,74012
CA-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,30605
CA-2015-131072,11/5/2015,11/5/2015,Same Day,KL-16645,98105
CA-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205,32712
CA-2015-119550,12/26/2015,12/31/2015,Standard Class,RB-19705,77070
US-2015-138093,12/10/2015,12/16/2015,Standard Class,KM-16225,21215
CA-2016-126165,5/5/2016,5/7/2016,Second Class,AH-10465,94109
CA-2017-126123,10/14/2017,10/18/2017,Standard Class,AG-10765,60623
CA-2016-143441,11/5/2016,11/5/2016,Same Day,EB-14170,78041
CA-2017-148320,11/3/2017,11/8/2017,Standard Class,PG-18895,94109
CA-2016-125661,11/24/2016,11/26/2016,First Class,CA-12055,44105
US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875,43302
CA-2014-155593,11/3/2014,11/8/2014,Standard Class,RP-19390,6824
CA-2017-136000,9/22/2017,9/25/2017,Second Class,SC-20440,10009
US-2015-160857,5/8/2015,5/15/2015,Standard Class,NW-18400,10024
CA-2017-115805,7/31/2017,7/31/2017,Same Day,KW-16435,60653
US-2014-143707,3/1/2014,3/5/2014,Standard Class,HR-14770,10035
CA-2017-116939,9/25/2017,9/29/2017,Standard Class,AG-10900,23223
CA-2015-124107,10/9/2015,10/12/2015,Second Class,BM-11650,48104
CA-2017-126550,3/29/2017,4/2/2017,Second Class,RD-19720,47905
CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,97477
CA-2016-165820,9/26/2016,9/30/2016,Standard Class,DW-13585,94109
CA-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805,60653
CA-2015-103933,9/25/2015,9/27/2015,First Class,DR-12880,10011
CA-2015-110548,5/4/2015,5/8/2015,Standard Class,AH-10690,77095
CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,53711
CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880,6460
CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,10024
CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,90049
CA-2017-156139,12/31/2016,1/6/2017,Standard Class,BP-11155,94109
US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,94533
CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900,27834
CA-2017-104913,11/18/2017,11/22/2017,Standard Class,DK-13090,11561
CA-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410,60089
CA-2016-125850,1/22/2016,1/28/2016,Standard Class,FP-14320,92037
CA-2016-118514,2/3/2016,2/10/2016,Standard Class,LC-17050,40475
CA-2015-150749,3/29/2015,4/3/2015,Second Class,AS-10240,22153
CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,76106
CA-2015-119634,8/11/2015,8/16/2015,Standard Class,BW-11065,27604
CA-2015-149300,11/22/2015,11/23/2015,First Class,BH-11710,33012
US-2016-111528,12/30/2016,12/30/2016,Same Day,JP-16135,90032
CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195,92630
CA-2015-162047,11/3/2015,11/5/2015,First Class,FH-14365,11561
CA-2015-117772,9/10/2015,9/12/2015,Second Class,MC-17575,98103
US-2014-126340,11/8/2014,11/14/2014,Standard Class,EB-13870,96003
CA-2016-149685,10/8/2016,10/15/2016,Standard Class,PM-19135,78207
CA-2017-126396,9/8/2017,9/12/2017,Second Class,AR-10345,77070
CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875,1453
CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440,90032
CA-2015-158939,11/26/2015,12/1/2015,Standard Class,EA-14035,65807
CA-2016-117408,8/31/2016,9/6/2016,Standard Class,TP-21130,76706
CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290,90036
CA-2016-105277,12/4/2016,12/8/2016,Standard Class,LM-17065,13021
CA-2016-112060,12/4/2016,12/9/2016,Standard Class,KT-16465,94109
CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,90008
US-2015-159513,4/2/2015,4/9/2015,Standard Class,JD-15790,90049
CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,95928
CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,97477
CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205,32216
CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,93309
CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,10011
CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730,60610
CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,79907
CA-2015-163440,3/22/2015,3/24/2015,First Class,RD-19900,91360
US-2017-106796,5/12/2017,5/19/2017,Standard Class,JP-16135,45503
CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420,75220
CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315,37918
CA-2016-125017,2/6/2016,2/11/2016,Standard Class,KB-16240,37421
US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,92037
CA-2015-150196,7/2/2015,7/3/2015,First Class,SR-20740,10024
US-2015-106495,6/15/2015,6/17/2015,First Class,AC-10450,33614
CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,13501
CA-2017-117632,5/12/2017,5/18/2017,Standard Class,CS-12175,94122
CA-2014-115056,5/2/2014,5/2/2014,Same Day,AR-10510,43229
CA-2017-161067,9/3/2017,9/6/2017,Second Class,KB-16405,10035
CA-2016-122063,12/3/2016,12/7/2016,Standard Class,MM-17920,47374
CA-2015-111206,7/18/2015,7/22/2015,Standard Class,RF-19735,92105
CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290,28027
